iter	Logloss
329	0.3081460571
330	0.3080547485
331	0.3079906006
332	0.3079623108
333	0.307872345
334	0.3077965088
335	0.3077330933
336	0.307597168
337	0.3075339355
338	0.3074624023
339	0.3073380432
340	0.3072874756
341	0.3072373047
342	0.30712677
343	0.3068799438
344	0.3067958984
345	0.3067189941
346	0.3066436157
347	0.3065718994
348	0.3064144592
349	0.3063021545
350	0.3062009888
351	0.3061298828
352	0.30603479
353	0.3059519653
354	0.3058466492
355	0.3056870117
356	0.3056031494
357	0.3055358276
358	0.3054277039
359	0.3053579712
360	0.3052789307
361	0.3051369019
362	0.3050764771
363	0.304852417
364	0.3047860413
365	0.3046768799
366	0.3046134644
367	0.3045594482
368	0.3044371338
369	0.3043140869
370	0.3042378845
371	0.304157196
372	0.3040933838
373	0.3040369263
374	0.3039424438
375	0.3038687134
376	0.3037557678
377	0.3037069092
378	0.3036095886
379	0.303525177
380	0.3034431458
381	0.3033746643
382	0.3033013306
383	0.3032158813
384	0.3031607361
385	0.3030529785
386	0.3029377441
387	0.30287146
388	0.3027766113
389	0.3026715393
390	0.302543457
391	0.3024420166
392	0.3022942505
393	0.3022167969
394	0.3020944214
395	0.302016571
396	0.3019609985
397	0.3018688965
398	0.3017561646
399	0.3016951904
400	0.3016364746
401	0.3015787964
402	0.3015257263
403	0.3014770508
404	0.3013928833
405	0.3013330688
406	0.3012218018
407	0.301085968
408	0.3010238037
409	0.3009322205
410	0.3008521729
411	0.3007981262
412	0.300726532
413	0.3006594238
414	0.3006016235
415	0.3005045166
416	0.3004393005
417	0.3003809509
418	0.3002487183
419	0.3002017212
420	0.3001469727
421	0.3000096436
422	0.299948761
423	0.2998669434
424	0.2997792969
425	0.2996835327
426	0.299616333
427	0.2995562134
428	0.2994624023
429	0.2993707886
430	0.2993137207
431	0.2992524414
432	0.2991943359
433	0.2990886841
434	0.2989622192
435	0.2988692322
436	0.2988206177
437	0.2986941223
438	0.2985531616
439	0.2984906006
440	0.2984205933
441	0.2982843628
442	0.2982163696
443	0.2981542969
444	0.2980413818
445	0.2979613037
446	0.2978992004
447	0.2978339844
448	0.2977631226
449	0.2976864319
450	0.2975845337
451	0.2974519653
452	0.2973700867
453	0.297295929
454	0.297196106
455	0.2971254272
456	0.2970668335
457	0.2970064697
458	0.2968962708
459	0.2968381958
460	0.2966983032
461	0.296646759
462	0.2965855103
463	0.2965183716
464	0.296432373
465	0.2963508301
466	0.2962661743
467	0.2961352539
468	0.2960673828
469	0.2958989258
470	0.2956653442
471	0.2955577393
472	0.295449646
473	0.2953512878
474	0.2952697144
475	0.2951983948
476	0.2951303406
477	0.2950183411
478	0.2949726868
479	0.2948970337
480	0.2948140259
481	0.2946213379
482	0.2945288086
483	0.2944154663
484	0.2943424377
485	0.2942489624
486	0.2941768799
487	0.2941069336
488	0.2940187378
489	0.2938761902
490	0.2937554932
491	0.2936764221
492	0.293648407
493	0.2935947266
494	0.2935281677
495	0.2934772339
496	0.2934188538
497	0.2933049927
498	0.2932611694
499	0.293175354
500	0.2930673828
501	0.2929585571
502	0.2929180298
503	0.2928716736
504	0.2928293457
505	0.2927733459
506	0.2926658936
507	0.2925548706
508	0.2924743958
509	0.2923864441
510	0.2923050537
511	0.2922342529
512	0.2921537476
513	0.2921088257
514	0.2920589294
515	0.2920059204
516	0.2919557495
517	0.2918456421
518	0.2916322327
519	0.2915820923
520	0.2915328369
521	0.2913670654
522	0.2913008728
523	0.2912041626
524	0.2911135254
525	0.2910733643
526	0.2909768677
527	0.290871582
528	0.2908067627
529	0.2907491455
530	0.2905780029
531	0.2905129395
532	0.2904647217
533	0.2903862305
534	0.2903338623
535	0.2902807617
536	0.2902003784
537	0.290157959
538	0.2900679626
539	0.2899648743
540	0.2898684082
541	0.2897905273
542	0.2896638794
543	0.2896043091
544	0.2895154114
545	0.2894462891
546	0.2893460083
547	0.2893065491
548	0.2892165527
549	0.2891183472
550	0.2890353394
551	0.2889832153
552	0.2888918762
553	0.2888058167
554	0.2887149658
555	0.2885037537
556	0.2884352722
557	0.2883183899
558	0.2882362976
559	0.2881349792
560	0.2880777588
561	0.288025238
562	0.2878848877
563	0.2878190308
564	0.2877816467
565	0.287695343
566	0.2876204834
567	0.2875469971
568	0.2874177856
569	0.2873609314
570	0.2872498779
571	0.2871299744
572	0.2870537415
573	0.2869517212
574	0.2868992004
575	0.2868243408
576	0.2867683105
577	0.2866934814
578	0.2866130981
579	0.2865425415
580	0.2864604492
581	0.2863499756
582	0.2862885742
583	0.2862022705
584	0.2861098938
585	0.2860433044
586	0.2860042725
587	0.285938324
588	0.2858980103
589	0.2857728882
590	0.2856940308
591	0.2856181946
592	0.2854961853
593	0.2854140625
594	0.2853585205
595	0.285328064
596	0.2852666016
597	0.2852268066
598	0.2851652222
599	0.2851071167
600	0.2850295715
601	0.2849769897
602	0.2849078369
603	0.2848484497
604	0.2847714233
605	0.2846908569
606	0.2846433716
607	0.2845777588
608	0.2844685974
609	0.2843884277
610	0.2842668457
611	0.2841972351
612	0.2841535645
613	0.283947052
614	0.283880188
615	0.2838444824
616	0.2837579651
617	0.283670929
618	0.2836439209
619	0.2835831299
620	0.2834926758
621	0.283354248
622	0.2833137207
623	0.2832296753
624	0.2831541443
625	0.2830798035
626	0.2830471191
627	0.2829907837
628	0.2829237671
629	0.2828731995
630	0.2828278198
631	0.282775177
632	0.2826819458
633	0.282604126
634	0.2825439453
635	0.2824881897
636	0.2824335022
637	0.2823737183
638	0.282256134
639	0.2821791992
640	0.2821192932
641	0.2820799561
642	0.2820392456
643	0.2819738464
644	0.2818615112
645	0.2818243713
646	0.2817312012
647	0.2816641235
648	0.2815973816
649	0.2815553589
650	0.2814856873
651	0.2814328003
652	0.2813724976
653	0.2812731934
654	0.2812240601
655	0.2811538086
656	0.2809512939
657	0.2808861084
658	0.2808251648
659	0.2807453613
660	0.2806326904
661	0.2805508423
662	0.2805046997
663	0.2804428406
664	0.2803649902
665	0.2802882996
666	0.2802243652
667	0.2801456909
668	0.2800963745
669	0.2800241699
670	0.2799806519
671	0.2799139404
672	0.2798448792
673	0.2798157349
674	0.279777832
675	0.2797374878
676	0.2796908875
677	0.2796523437
678	0.2796021118
679	0.279545166
680	0.2793678589
681	0.2793208008
682	0.2792579041
683	0.2792206116
684	0.2791358948
685	0.2790765991
686	0.2789865112
687	0.2789475708
688	0.2788790588
689	0.2788122559
690	0.2787333069
691	0.278611145
692	0.2785669556
693	0.2785076904
694	0.2784469299
695	0.2783894653
696	0.2782561035
697	0.2781613159
698	0.2780977173
699	0.2780253601
700	0.277963623
701	0.2778919067
702	0.2778249512
703	0.2777904663
704	0.2776112671
705	0.277560791
706	0.2775090942
707	0.2773568726
708	0.2772421265
709	0.2771429443
710	0.2770557251
711	0.2770008545
712	0.2768446655
713	0.2767457275
714	0.2766817322
715	0.2766519775
716	0.2765895996
717	0.2765411987
718	0.2765048523
719	0.2764436035
720	0.2763756104
721	0.2763308716
722	0.2762850952
723	0.2762337341
724	0.2761998596
725	0.2761587524
726	0.2761127014
727	0.276059845
728	0.2760161438
729	0.2759769287
730	0.2759342041
731	0.2757628479
732	0.2756897888
733	0.2756358032
734	0.2755984802
735	0.275516571
736	0.2754526367
737	0.2754058838
738	0.2753655701
739	0.2753071899
740	0.2752214355
741	0.2751802979
742	0.2751136169
743	0.2750525513
744	0.2749929199
745	0.2749332886
746	0.2748729858
747	0.2747943115
748	0.2747497864
749	0.2746933594
750	0.2746595459
751	0.2746187134
752	0.274565918
753	0.2745195923
754	0.2744589539
755	0.2744043274
756	0.274305481
757	0.2741083984
758	0.2740089111
759	0.2738973389
760	0.2738621826
761	0.2738258667
762	0.2737507629
763	0.273697113
764	0.2735366821
765	0.2734551392
766	0.2733692627
767	0.2733154297
768	0.2732626343
769	0.2732134705
770	0.2731772461
771	0.2731142578
772	0.2730714722
773	0.2729963074
774	0.2729202576
775	0.2728859863
776	0.2728309021
777	0.2727878113
778	0.2726948242
779	0.272639679
780	0.272574707
781	0.2724350586
782	0.2723298645
783	0.2722928772
784	0.2722352905
785	0.2722038269
786	0.2721618652
787	0.2719988708
788	0.2719048462
789	0.2718539734
790	0.2717904053
791	0.271736969
792	0.2716645203
793	0.2715927734
794	0.271536377
795	0.2713942871
796	0.2713305054
797	0.2712876892
798	0.2712489624
799	0.2711724854
800	0.271118103
801	0.2710762939
802	0.2709641724
803	0.2709208984
804	0.2708533936
805	0.2707906494
806	0.2707286377
807	0.2705923462
808	0.2705117188
809	0.2704733887
810	0.2703949585
811	0.2703514099
812	0.2702813721
813	0.2702193604
814	0.2701228027
815	0.2700528564
816	0.2700027466
817	0.2699674377
818	0.2699025879
819	0.2698621521
820	0.2698168945
821	0.2697567139
822	0.2697200012
823	0.2696321106
824	0.269541748
825	0.2694725952
826	0.2694138794
827	0.2693791504
828	0.2693354492
829	0.2691878662
830	0.2691414185
831	0.2691082458
832	0.2690761108
833	0.2690140076
834	0.2689793396
835	0.2689403076
836	0.2688531494
837	0.2688249512
838	0.2687913513
839	0.2687582397
840	0.2687209778
841	0.268649231
842	0.2685964355
843	0.2685505371
844	0.2685158691
845	0.2684599609
846	0.2684291992
847	0.268374939
848	0.2683337097
849	0.2682564087
850	0.2682071838
851	0.2680606689
852	0.2680027466
853	0.2679460449
854	0.2679087524
855	0.267879364
856	0.2678309021
857	0.2677843628
858	0.2677412415
859	0.2676583252
860	0.2675930176
861	0.2675445251
862	0.2674932861
863	0.2674469299
864	0.2673621826
865	0.2673053589
866	0.2672549438
867	0.2672059937
868	0.2671600342
869	0.2670532532
870	0.2669954224
871	0.2669341431
872	0.2668683472
873	0.2667990112
874	0.2667418213
875	0.2666877441
876	0.2666393433
877	0.2665583191
878	0.2665170288
879	0.2664335327
880	0.266336731
881	0.2662662964
882	0.2662132874
883	0.2661723938
884	0.2660927429
885	0.2660574036
886	0.2660098877
887	0.2659140625
888	0.2658648682
889	0.2658325806
890	0.2657800293
891	0.2656310425
892	0.2655869751
893	0.2655592041
894	0.2655108032
895	0.2654508057
896	0.2654162292
897	0.2653596191
898	0.2652879028
899	0.2652463379
900	0.2651976929
901	0.2651424255
902	0.2650933838
903	0.2650409546
904	0.2649952393
905	0.2649553833
906	0.26491922
907	0.2648742065
908	0.2648450012
909	0.2647998352
910	0.2647480469
911	0.2646778564
912	0.2646257324
913	0.2645998535
914	0.2645684204
915	0.2644927979
916	0.2644204712
917	0.2643876648
918	0.2643460693
919	0.2642351685
920	0.2642053223
921	0.2641776733
922	0.2641412964
923	0.264102478
924	0.2640512085
925	0.2639930115
926	0.2639302063
927	0.2639050903
928	0.2638722534
929	0.2638144531
930	0.2637596741
931	0.263680542
932	0.2636239319
933	0.2635521851
934	0.2634804993
935	0.2634396667
936	0.2634128113
937	0.2633555298
938	0.2632816772
939	0.2632410278
940	0.2631970825
941	0.2631259155
942	0.2630844421
943	0.2630324097
944	0.2630078125
945	0.2629327393
946	0.262868866
947	0.2628023987
948	0.2627559814
949	0.2626903992
950	0.2626471252
951	0.2625500183
952	0.2624801025
953	0.2624448242
954	0.2623598938
955	0.2622906799
956	0.2622425537
957	0.2621994019
958	0.2621493835
959	0.2621018982
960	0.2620233154
961	0.2619827881
962	0.2619299927
963	0.2618905334
964	0.2618320923
965	0.2617796936
966	0.2617449951
967	0.2617128906
968	0.261680542
969	0.2616093445
970	0.2615793457
971	0.2614745789
972	0.2614078979
973	0.2612868652
974	0.2612232971
975	0.2611671143
976	0.2611098633
977	0.2610644226
978	0.2610048218
979	0.2609013977
980	0.2608115234
981	0.2607745667
982	0.2607351685
983	0.260685791
984	0.2606621094
985	0.2606268311
986	0.2606016235
987	0.2605415955
988	0.2605139465
989	0.2604725342
990	0.2604290771
991	0.2603645935
992	0.2602940369
993	0.2602514038
994	0.2602077637
995	0.2601323547
996	0.2600730591
997	0.2600280457
998	0.2599814758
999	0.2599160156
